카페명,판정,registry매칭,지역,정보등급,유튜브_언급영상,유튜브_최고조회수,유튜브_요약,주소_Pass1,블로그_유효스니펫,블로그_블로거수,블로그_최신포스트,블로그_총량참고,지역검색_상호,지역검색_업종,지역검색_주소,플래그,스니펫예시
조천 카페,유지,,조천,low,2,699,,,89,75,20260707,53798,젤라떼리아섬,"카페,디저트>아이스크림",제주특별자치도 제주시 조천읍 비자림로 422-2 102호 젤라떼리아섬,이름불일치,특히 제주 조천 카페 찾고 계신 분들이라면 무조건 저장해두셔야 할 곳이에요. 단순히 커피만 마시는 공간이 아니라 하루를 통째로 보내도 아깝지 않은 곳이었어요. 카페 입구부터 분위기
무로이,유지,,안덕,high,2,96467,미니멀한 디자인과 조용한 분위기로 힐링을 선사하는 카페.,제주 서귀포시 안덕면 동광본동로 21,74,74,20260703,8234,무로이,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 동광본동로 21 무로이,,10살 아들과 단둘이 제주여행 Day 3 제주 무로이/ 협재 투명 카약 / 엑티브파크 카트 준영이와 단둘이... 11am 커피는 신화월드 근처 카페 '무로이' 아침을 먹었으니 근처
잔물결,유지,O,협재,high,5,97460,"옛날 가옥을 개조한 핸드드립 커피 전문 카페로, 야외 테이블과 포토스팟이 많은 감성적인 공간입니다. 영업시간은 매일 11:00-18:00(라스트",제주 제주시 한림읒 금능길 58-1 1층,74,74,20260708,13057,잔물결 협재 본점,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 금능길 58-1 1층,,"이번에는 제주 협재 카페 잔물결 후기입니다 제주 잔물결은 핸드드립 커피 전문점으로 협재 본점 외에 제주 시내에 2곳이 더 있는데요. 잔물결 2,3호점은 안 가봤지만 사진으로만 봤을"
마마롱,유지,O,한림,low,3,208871,,,77,74,20260707,6993,마마롱,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 평화로 2783 1층 마마롱,,이색적인 미디어아트를 관람한 후 제주 마마롱 카페에서 달달한 디저트를 맛보고 이날 저녁에는... 마마롱 주소: 제주 제주시 애월읍 평화로 2783 1층 마마롱 전화번호: 064-7
구아우쇼콜라,유지,,김녕,low,1,22022,,,76,74,20260708,879,구아우쇼콜라,"카페,디저트>초콜릿전문점",제주특별자치도 제주시 구좌읍 김녕항2길 14 양옥 1F,,"김녕 주변에 들리셨다면, 특색있는 오후를 즐기고 싶으시다면 구아우쇼콜라가 좋은 경험을 선사할거에요! #제주김녕 #김녕초콜렛 #구아우쇼콜라 #쇼콜라티에 #GUAU #현무암초콜렛 #블"
청굴물,유지,,김녕,high,1,105802,,제주 제주시 구좌읍 김녕리 1296,80,74,20260707,8890,청굴물,"여행,명소>자연명소",제주특별자치도 제주시 구좌읍 김녕로1길 75-1,비카페업종,3. 제주 청굴물 주소 : 제주특별자치도 제주시 구좌읍 김녕리 1296 입장료 : 무료 돌 담장이 쳐져 있는 청굴물 방향에는 두 개의 비석이 자리하고 있는데 이곳이 오랜 역사를 가
이때,유지,O,대정,high,1,530,전용 대형 주차장이 있고 영업시간이 10:00-22:00이며 월요일 휴무인 카페.,제주 서귀포시 대정읍 하모리 765-3,83,74,20260707,677962,이때,"음식점>카페,디저트",제주특별자치도 서귀포시 대정읍 최남단해안로29번길 10 1~3층,,이용불가합니다) 이때  주소 / 제주 서귀포시 대정읍 최남단해안로29번길 10 1~3층 ⏰ 영업시간 / 화 - 일 10시-22시 (22시30분 라스트오더) 휴무 매주 월요일 ☎️ 
홀츠애월,유지,,애월,low,1,805,,,75,74,20260707,1260,홀츠 애월,"카페,디저트>베이커리",제주특별자치도 제주시 애월읍 하소로 681-13 나동,,달래서 제주 당동에서 나왔다 그리고 숙소 옆에 있었던 #홀츠애월 커피도 맛있었는데 이것저것 식료품... 아가덜 제주에서 가장 좋았던 곳을 꼽자면 #제주당동 그리고 #제주홀츠애월 여
빵귿,유지,,제주시내,high,8,56780,,제주 제주시 구남동6길 45-1 1층,74,73,20260706,6763,빵귿,"카페,디저트>베이커리",제주특별자치도 제주시 구남동6길 45-1 1층 빵귿,,제주 빵귿 빵귿은 제주시 구남로에 위치한 소금빵으로 유명한 베이커리예요. 아침부터 사람들이 몰리는 곳이라 일정 시작을 여기로 잡았습니다. 골목 안쪽에 있지만 워낙 유명해서 찾는 건
가는곶 세화,유지,O,세화,high,4,50112,디저트 맛집으로 소개된 카페.,제주 제주시 구좌읍 세화14길 3 가는곶 세화,76,73,20260707,2956,가는곶 세화,"카페,디저트>베이커리",제주특별자치도 제주시 구좌읍 세화14길 3 가는곶 세화,,"아이와 가을 제주여행 1  가는곶세화, 스누피가든, 금능해변 일몰, 한림 사형제식당 횟집 제주여행 첫째날! 사실 전날 먼저 저랑 아이 둘이 와있었고 신랑은 배에 저희 차를 싣고 오"
카페 구할구,유지,,김녕,mid,3,75477,고양이가 있는 카페,,73,73,20260707,520,카페구할구 제주,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 월정5길 48-2 카페구할구 제주,,"가능 카페구할구,과랑과랑 전용주차장 카페 아래쪽에 전용 주차장이 따로 마련되어 있다. 무엇보다... 제주 여행에서 기억에 남는 카페 찾는다면 제주카페 구할구는 충분히 후보가 될 만"
카페쿠리,유지,,성산,low,1,4995,,,75,73,20260705,108,카페쿠리,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 환해장성로 165-21,,제주 동쪽 성산읍에 새로 오픈한 카페쿠리. 8월부터 손꼽아 기다려온 공간이라 - 제주시에서 성산으로 향하는 내내 설렘으로 가득했다. 카페쿠리 인스타그램에서 본 게시물이 마음에 남았
애월 빵공장,유지,,애월,low,1,5101,,,75,73,20260707,12820,애월빵공장 앤 카페,"음식점>카페,디저트","제주특별자치도 제주시 애월읍 금성5길 42-15 1층, 2층 애월빵공장 앤 카페",,"그전에 빵 주문부터...! 애월빵공장 대표 빵인 현무암쌀빵부터 감자빵, 제주 쪽파 베이글, 치아바타 샌드위치 등 빵공장답게 다양한 종류의 빵들이 우리를 유혹했다. 빵, 마들렌, 쿠"
푸아루,유지,O,성산,low,1,34217,,,86,73,20260705,335,푸아루,"음식점>카페,디저트",제주특별자치도 제주시 남성로23길 9 1층,,여섯 개 추가 구매 완료  인당 구매 개수 제한이 있는데 매일 달라지고 평균 1인 2~3개 정도이다. 제주도 여행 첫날 마지막날 요 코스 추천드립니다!! 푸아루 -&gt; 카페픽업
산지물든,유지,,제주시내,high,1,478,동문시장 근처 산지천 부근 힙한 골목에 있는 브런치·베이커리 카페로 야외 테이블과 2층 독서 공간이 있으며 포카치아·치아바타·사워도우·샌드위치 ,제주 제주시 산지로 17 나동 1층,75,73,20260627,1125,산지 물든,"음식점>카페,디저트",제주특별자치도 제주시 산지로 17 나동 1층,,3박 4일의 짧디짧은 제주여행의 마지막 날! 여행 내내 야식 먹고 늦게 자고 일찍 일어나는 수면 부족인... 여기서 사 온 샌드위치 자꾸 생각난다 ㅠㅠ 산지물든이라는 베이커리 카페
안도르,유지,,구좌,high,1,30834,"뷰: """"; 분위기: 공간이 건축문화대상 수상. 시그니처 메뉴와 가격대: 안돌오름, 생식빵, 흑돼지무스케이크, 블루베리케이크(가격 언급 없음).",제주 제주시 구좌읍 비자림로 1647 1층,74,73,20260707,6834,안도르,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 비자림로 1647 1층,,#안도르카페 #제주안도르강아지 #제주안도르메뉴 #제주안도르아기의자 #제주안도르애견동반 #제주안도르주차 #제주안도르카페 #안도르 ㅉ제주안도르 #제주안도르근처 #제주안도르포토존 #제주
델문도김녕점,유지,,김녕,low,1,489,,,77,73,20260707,1900,델문도 김녕점,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 140,,제주 카페 제주 동쪽 카페 델문도 김녕점 주차장O 제주 여행 첫날부터 날씨가.. 이런날은 그냥 맛있는거... 주문도 가능해서 좋았어요!ㅎㅎㅎ 빵은 오후 좀 늦게 가서 많이 빠지긴 
가는곶세화,유지,O,세화,low,1,488,,,76,73,20260707,2956,가는곶 세화,"카페,디저트>베이커리",제주특별자치도 제주시 구좌읍 세화14길 3 가는곶 세화,,"아이와 가을 제주여행 1  가는곶세화, 스누피가든, 금능해변 일몰, 한림 사형제식당 횟집 제주여행 첫째날! 사실 전날 먼저 저랑 아이 둘이 와있었고 신랑은 배에 저희 차를 싣고 오"
카페 쿠리,유지,,제주시내,low,1,261,,,75,73,20260705,108,카페쿠리,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 환해장성로 165-21,,제주 동쪽 성산읍에 새로 오픈한 카페쿠리. 8월부터 손꼽아 기다려온 공간이라 - 제주시에서 성산으로 향하는 내내 설렘으로 가득했다. 카페쿠리 인스타그램에서 본 게시물이 마음에 남았
우미,유지,O,위미,high,4,15433,감성적인 분위기와 직접 키운 감귤로 만든 감귤주스를 제공한다고 언급됨.,제주 서귀포시 남원읍 위미대성로 125-46(위미리 1119-1),81,73,20260620,16681,우미,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 위미대성로 125-46,,카페 우미가 귤음료가 주력이라서 궁금해서 주문했는데 역시 탁월한 선택이었어요 귤 과즙이 톡톡... #서귀포남원카페 #남원읍카페 #제주감성카페 #서귀포감성카페 #제주우미 #제주우미카
젠하이드어웨이,유지,,사계,high,1,2894,"용머리해안과 사계해변, 형제섬을 볼 수 있는 오션뷰 레스토랑(카페형 공간). 영업시간이 매일 11시~21시(20시 라스트오더).",제주 서귀포시 안덕면 사계남로 186-8,76,73,20260704,2503,젠하이드어웨이 제주점,음식점>양식,제주특별자치도 서귀포시 안덕면 사계남로 186-8 젠하이드어웨이,비카페업종,레스토랑 젠하이드어웨이 제주시 용담점도 조만간 오픈예정이라고 하니 어디지점이든 꼭 가보셨으면 좋겠어요! (단호박스프는 무조건입니다..) &lt;영업 시간&gt; 매일 11:00 -
비틀스타코 제주 애월,유지,,애월,high,1,35172,"바리아 타코(7,000원)를 판매하는 매장으로 설명에 디저트·카페 성격이 일부 언급됨.",제주 제주시 애월읍 애월로1길 24-9 1동1~2층,73,72,20260703,4165,비틀스타코 제주 애월점,"음식점>멕시코,남미음식",제주특별자치도 제주시 애월읍 애월로1길 24-9 1동1~2층,비카페업종,비틀스타코 제주 애월점 ⏰ 영업시간 11:00 - 20:00 매주 화요일 휴무  제주시 애월읍 애월로1길 24-9 ️ 애월리 2554 ( 1시간 무료 주차 ) 서순라길에서 아주 핫
커피냅로스터스,유지,,애월,low,2,72185,,,73,72,20260706,3516,커피냅로스터스 제주,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 하귀2길 45 1층,,커피냅로스터스 연남점도 다녀왔고 제주여행을 가게된다면 커피냅로스터스 제주점을 꼭 방문할 예정인만큼 내 취향의 카페이기도 하다. 근처 카페 코드비를 들렀다가 원두사러 다녀온 기록..
카페 표선하다,유지,,표선,low,1,4344,,,72,72,20260708,139,표선하다,"음식점>카페,디저트",제주특별자치도 서귀포시 표선면 표선당포로 21-3 1층 표선하다,이름불일치,커피 수혈이 필요해 오션뷰 카페를 찾아보다가 발견하게 된 카페 표선하다 특이한 카페같은 느낌이었는데 건물 앞에 주차가 가능합니다 5대 정도?ㅎㅎ 자리가 있어서 주차를 하고 안으로 
제주미향,유지,,중문,low,1,13609,,,95,72,20260706,11058,제주미향 중문본점,"한식>해물,생선요리",제주특별자치도 서귀포시 천제연로 99 제주미향 중문본점,비카페업종,"제주에서 특별한 한 끼를 찾는다면 푸짐한 해산물과 시원한 국물, 신선한 회까지 한 번에 즐길 수 있는 제주미향 들러보시기 바랄게요! &gt; 업체명 : 제주미향 중문본점 &gt; "
브라보커피웍스,유지,O,세화,high,2,21041,,제주시 구좌읍 세화11길 8,73,72,20260707,363,브라보커피웍스 제주세화점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 세화11길 8 1층,,"아이와 제주여행 7  10월 보롬왓, 다시버시 제주 갈치조림, 브라보 커피웍스 제주 포스팅 끝이 보여갑니다,,, 헥헥 어느새 마지막날 포스팅! 이날은 아침일찍 4박을 잘 했던 천년"
브라보 커피웍스,유지,O,세화,high,2,5859,코지한 분위기의 에스프레소 바.,제주 제주시 구좌읍 세화11길 8 1층,73,72,20260707,363,브라보커피웍스 제주세화점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 세화11길 8 1층,,"아이와 제주여행 7  10월 보롬왓, 다시버시 제주 갈치조림, 브라보 커피웍스 제주 포스팅 끝이 보여갑니다,,, 헥헥 어느새 마지막날 포스팅! 이날은 아침일찍 4박을 잘 했던 천년"
블루웨일,유지,O,대정,high,1,1211,"카페 앞으로 시원하게 펼쳐진 바다와 돌고래 목격 정보, 인절미빙수(공사장빙수) 소개.",서귀포시 대정읍 일과대수로11번길 43,83,72,20260708,1619,블루웨일,"음식점>카페,디저트",제주특별자치도 서귀포시 대정읍 일과대수로11번길 43,,예쁜 뷰가 있는 카페에 주차된 차들로 시선이 분산되면 아쉬운데 제주 블루웨일 카페는 그런 걱정은... 총평 예쁜 오션뷰를 즐기기 좋았던 제주 서졲 대정읍 카페 블루웨일은 제주 여행
아라파파,유지,,조천,high,1,138484,,제주 제주시 조천읍 북촌15길 60 아라파파북촌,80,71,20260708,9574,아라파파 연동점,"카페,디저트>베이커리",제주특별자치도 제주시 국기로3길 2 1층 아라파파,,O 17:30)  : 건물 주차장 또는 북촌방파제 주차장 이용 ☎️ : 064-764-8204  : 제주 제주시 조천읍 북촌리 434-1  : 아기 의자 있음 또간집 제주 함덕 카
카페 데스틸,유지,,애월,high,2,138484,,제주 제주시 한경면 한경해안로 110 카페데스틸,71,71,20260704,235,카페데스틸,"음식점>카페,디저트",제주특별자치도 제주시 한경면 한경해안로 110 카페데스틸,,완벽했던 제주 카페 데스틸 제주 커피 맛집 찾으시는 분들은 꼭꼭 방문해 보시길 강추 드릴게요! 카페데스틸 주소 : 제주특별자치도 제주시 한경면 한경해안로 110 연락처 : 0507
델문도 김녕점,유지,,구좌,high,6,2621,오션뷰와 루프탑이 강조된 베이커리 카페로 시그니처 음료와 베이커리 메뉴가 있음.,제주 제주시 구좌읍 해맞이해안로 140,75,71,20260707,1900,델문도 김녕점,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 해맞이해안로 140,,제주 카페 제주 동쪽 카페 델문도 김녕점 주차장O 제주 여행 첫날부터 날씨가.. 이런날은 그냥 맛있는거... 주문도 가능해서 좋았어요!ㅎㅎㅎ 빵은 오후 좀 늦게 가서 많이 빠지긴 
